"Оператор (филиал)";"Время начала действия базовой станции";"Время конца действия базовой станции";"Адрес расположения (неструктурированный)";"Идентификаторы сектора";"Параметры антенной системы";"Тип сети";"Координаты - широта";"Координаты - долгота";"Координаты - тип проекции";"Тип местности";"Ид.БС";"Ид.сектора";"LAC";"CELL (сектор)";"Телеф. ид. соты";"Азимут, гр.";"Ширина растра, гр.";"Угол наклона";"Мощность, Вт";"Частота излучения";"Высота подвеса, м";"Коэффициент усиления(Дб)";"Поляризация";"Тип расположения БС";"Ширина диаграммы по вертикали (в градусах)";"Поколение";"Номер контроллера БС";"Код БС (BCC + NCC)";"Тип БС соты";"Класс излучения";"Наименование БС";"Десятичный номер канала";"Нижняя частота";"Верхняя частота";"Уровень боковых лепестков";"CELL (WiFi/WiMax)";"MAC-адреса сектора"
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Александра Невского ул., д. 1А, корп. 16";"0";"0";"2";"55.0773";"82.9461";"0";"";"";"";"41130";"4779";"";"220";"65";"0";"43";"2100";"28";"15";"";"1";"8";"1";"0";"0";"0";"";"RNC4NSK";"44846";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Тогучинский р-н., платф Паровозный нп., АМС ОАО Мегафон";"0";"0";"2";"55.0914";"83.5189";"0";"";"";"";"41128";"28948";"";"130";"60";"0";"43";"2100";"45";"17";"";"1";"6";"1";"0";"0";"0";"";"RNC6NSK";"41046";"";"";"";"";""
"27";"2021-08-01 02:24:43";"2021-12-17 02:25:39";"Россия, Курганская обл., Шадринск г., Карла Маркса ул., д. 68";"0";"0";"0";"56.07761";"63.62758";"0";"";"";"";"34501";"32093";"";"290";"68";"0";"";"1800";"31";"17";"";"1";"7";"0";"0";"5";"0";"";"BSC03KR";"585_FB_3";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Барабинск г., Индустриальный пер., дом 37/2,  , АМС ОАО МТС";"0";"0";"2";"55.3424";"78.333";"0";"";"";"";"15402";"5311";"";"5";"63";"4";"43";"2100";"51";"18";"";"1";"7";"1";"0";"0";"0";"";"RNC6NSK";"46452";"";"";"";"";""
"202";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Алтайский край., Белокуриха г., Славского ул., д. 39";"0";"0";"2";"51.98651";"84.96165";"0";"";"";"";"46144";"7999";"";"200";"66";"0";"43";"2100";"45";"18";"";"1";"6";"1";"44607";"0";"0";"";"RNC5BAR";"44661";"";"";"";"";""
"202";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Алтайский край., Барнаул г., Солнечная Поляна ул., дом 32,  , гаражный кооператив+АМС Алтайсвязь";"0";"0";"2";"53.35865";"83.65853";"0";"";"";"";"41134";"18359";"";"240";"64";"0";"41";"2100";"18";"17";"";"1";"8";"1";"44605";"0";"0";"";"RNC4BAR";"46058";"";"";"";"";""
"202";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Алтайский край., Хабарский р-н., Хабары с., башня БиЛайн";"0";"0";"2";"53.60517";"79.51763";"0";"";"";"";"42001";"8789";"";"280";"63";"0";"43";"2100";"73";"18";"";"1";"7";"1";"622";"0";"0";"";"RNC6BAR";"45643";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирский р-н., Плотниково с., Центральная ул., дом 60,  , территория мясокомбината, АМС ОАО ""Вымпелком""";"0";"0";"2";"55.0284";"83.3714";"0";"";"";"";"41142";"5834";"";"0";"63";"2";"42";"2100";"73";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC4NSK";"44458";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирский р-н., Кудряшовский дп., Береговая ул., дом 56,  ";"0";"0";"2";"55.0855";"82.7784";"0";"";"";"";"15401";"28239";"";"345";"63";"0";"43";"2100";"26";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC4NSK";"44803";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Черепановский р-н., Черепаново г., АМС ФГУП РТРС ф-л ""Сибирский региональный центр""";"0";"0";"2";"54.2309";"83.4058";"0";"";"";"";"41128";"5663";"";"285";"63";"1";"43";"2100";"75";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC6NSK";"44428";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Северный р-н., Северное с., АМС ФГУП РТРС ф-л ""Сибирский региональный центр""";"0";"0";"2";"56.3656";"78.3433";"0";"";"";"";"15402";"38548";"";"220";"66";"0";"43";"2100";"50";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC6NSK";"45446";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Искитимский р-н., Лебедевка с., АМС ОАО "" МТС""";"0";"0";"2";"54.6713";"83.2336";"0";"";"";"";"41128";"5534";"";"75";"63";"2";"43";"2100";"69";"18";"";"1";"7";"1";"0";"0";"0";"";"RNC6NSK";"45481";"";"";"";"";""
"202";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Алтайский край., Тальменский р-н., Озёрки ст., вышка Озерского лесничества";"0";"0";"2";"53.6686";"83.6817";"0";"";"";"";"42001";"8239";"";"170";"66";"0";"43";"2100";"30";"18";"";"1";"6";"1";"622";"0";"0";"";"RNC6BAR";"44698";"";"";"";"";""
"202";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Алтайский край., Тальменский р-н., Ларичиха с., пожарная вышка Ларичихинского лесхоза";"0";"0";"2";"53.7754";"83.0337";"0";"";"";"";"42001";"7418";"";"160";"60";"1";"43";"2100";"32";"17";"";"1";"6";"1";"622";"0";"0";"";"RNC6BAR";"42610";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Каменская ул., дом 74,  ";"0";"0";"2";"55.04";"82.9273";"0";"";"";"";"41129";"4644";"";"10";"65";"0";"43";"2100";"35";"17";"";"1";"7";"1";"0";"0";"0";"";"RNC4NSK";"44829";"";"";"";"";""
"202";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Алтайский край., Яровое г., Предзаводская пл., дом 2,  , Химический завод им.Верещагина, Труба в промзоне";"0";"0";"2";"52.9181";"78.6";"0";"";"";"";"42001";"8729";"";"320";"63";"2";"43";"2100";"55";"18";"";"1";"7";"1";"622";"0";"0";"";"RNC6BAR";"45627";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-11-04 02:26:29";"Россия, Новосибирская обл., Карасукский р-н., Карасук г., Радищева ул., дом 20, АМС ЗАО РЭС";"0";"0";"0";"53.7504";"78.0303";"0";"";"";"";"41141";"34465";"";"320";"65";"2";"45";"900";"38";"16";"";"1";"9";"0";"0";"61";"0";"";"BSC7NSK";"42_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Карасукский р-н., Карасук г., Радищева ул., дом 20, АМС ЗАО РЭС";"0";"0";"0";"53.7504";"78.0303";"0";"";"";"";"41141";"34465";"";"320";"65";"2";"45";"900";"38";"16";"";"1";"9";"0";"0";"26";"0";"";"BSC7NSK";"22_FB_8";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-11-04 02:26:29";"Россия, Новосибирская обл., Карасукский р-н., Карасук г., Радищева ул., дом 20, АМС ЗАО РЭС";"0";"0";"0";"53.7504";"78.0303";"0";"";"";"";"41141";"34467";"";"240";"65";"2";"45";"900";"38";"16";"";"1";"9";"0";"0";"11";"0";"";"BSC7NSK";"29_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Карасукский р-н., Карасук г., Радищева ул., дом 20, АМС ЗАО РЭС";"0";"0";"0";"53.7504";"78.0303";"0";"";"";"";"41141";"34467";"";"240";"65";"2";"45";"900";"38";"16";"";"1";"9";"0";"0";"15";"0";"";"BSC7NSK";"24_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Коченевский р-н., Речник п., АМС ОАО Вымпелком";"0";"0";"0";"54.8998";"82.5065";"0";"";"";"";"41141";"34475";"";"0";"90";"3";"41";"900";"71";"16";"";"1";"7";"0";"0";"35";"0";"";"BSC7NSK";"27_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, обл. Новосибирская, р-н. Колыванский, с. Пихтовка, АМС ОАО МТС";"0";"0";"0";"55.9928";"82.6811";"0";"";"";"";"15402";"34587";"";"340";"63";"3";"41";"900";"69";"16";"";"1";"9";"0";"0";"4";"0";"";"BSC7NSK";"33_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Сузунский р-н., Лушники с., АМС ОАО Вымпелком";"0";"0";"0";"54.05837";"82.21189";"0";"";"";"";"41128";"34606";"";"270";"90";"3";"41";"900";"85";"17";"";"1";"7";"0";"0";"71";"0";"";"BSC6NSK";"42_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Татарский р-н., Дмитриевка с., АМС ЗАО Кемеровская мобильная связь";"0";"0";"0";"55.1567";"75.6126";"0";"";"";"";"15402";"34635";"";"60";"63";"2";"41";"900";"82";"16";"";"1";"9";"0";"0";"42";"0";"";"BSC7NSK";"42_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Сузунский р-н., Шарчино с., АМС ОАО Мегафон";"0";"0";"0";"54.2673";"82.5431";"0";"";"";"";"41128";"34805";"";"120";"63";"2";"41";"900";"66";"16";"";"1";"9";"0";"0";"65";"0";"";"BSC6NSK";"24_FB_8";"";"";"";"";""
"202";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Алтайский край., Бийск г., Социалистическая ул., д. 1";"0";"0";"2";"52.48686";"85.13541";"0";"";"";"";"46147";"58144";"";"60";"65";"0";"43";"2100";"18";"15";"";"1";"8";"1";"44607";"0";"0";"";"RNC5BAR";"42612";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Барабинский р-н., Кожевниково с., АМС ОАО Вымпелком";"0";"0";"0";"55.0093";"78.244";"0";"";"";"";"41141";"64025";"";"60";"65";"2";"41";"900";"75";"17";"";"1";"9";"0";"0";"65";"0";"";"BSC7NSK";"41_FB_8";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Дуси Ковальчук ул., дом 1,  ";"0";"0";"2";"55.0464";"82.8786";"0";"";"";"";"41130";"4249";"";"240";"65";"0";"43";"2100";"29";"17";"";"1";"7";"1";"0";"0";"0";"";"RNC4NSK";"44433";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-11-04 02:26:29";"Россия, Новосибирская обл., Новосибирск г., Доватора ул., дом 11,  ";"0";"0";"0";"55.0472";"82.9962";"0";"";"";"";"41124";"64136";"";"140";"68";"3";"43";"900";"16";"16";"";"1";"11";"0";"0";"45";"0";"";"BSC6NSK";"36_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Новосибирск г., Доватора ул., дом 11,  ";"0";"0";"0";"55.0472";"82.9962";"0";"";"";"";"41124";"64136";"";"140";"68";"3";"43";"900";"16";"16";"";"1";"11";"0";"0";"12";"0";"";"BSC6NSK";"24_FB_8";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-11-04 02:26:29";"Россия, Новосибирская обл., Новосибирск г., Доватора ул., дом 11,  ";"0";"0";"0";"55.0472";"82.9962";"0";"";"";"";"41124";"64137";"";"240";"68";"3";"43";"900";"14";"16";"";"1";"11";"0";"0";"7";"0";"";"BSC6NSK";"45_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Новосибирск г., Доватора ул., дом 11,  ";"0";"0";"0";"55.0472";"82.9962";"0";"";"";"";"41124";"64137";"";"240";"68";"3";"43";"900";"14";"16";"";"1";"11";"0";"0";"57";"0";"";"BSC6NSK";"40_FB_8";"";"";"";"";""
"200";"2020-11-22 02:28:34";"2021-11-09 02:24:39";"Россия, Хакасия Респ., Абакан г., Ломоносова ул., стр. 39Г";"0";"0";"2";"53.6923";"91.4158";"0";"";"";"";"44137";"144";"";"70";"36";"2";"43";"2100";"52";"20";"";"1";"7";"1";"40219";"0";"0";"";"RNC2ABN";"44770";"";"";"";"";""
"200";"2021-12-06 02:26:15";"2021-12-08 02:22:53";"Россия, Хакасия Респ., Абакан г., Ломоносова ул., стр. 39Г";"0";"0";"2";"53.6923";"91.4158";"0";"";"";"";"44137";"144";"";"70";"36";"0";"43";"2100";"52";"20";"";"1";"7";"1";"0";"0";"0";"";"RNC02KN";"44770";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., АМС ЗАО РЭС на территории ПС Инская";"0";"0";"2";"54.9513";"83.1382";"0";"";"";"";"41142";"5468";"";"220";"63";"2";"43";"2100";"40";"18";"";"1";"7";"1";"0";"0";"0";"";"RNC4NSK";"44842";"";"";"";"";""
"216";"2021-08-11 02:26:58";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Новосибирск г., АМС ЗАО РЭС";"0";"0";"0";"55.0679";"82.8821";"0";"";"";"";"41130";"64155";"";"30";"66";"0";"41";"900";"41";"16";"";"1";"9";"0";"0";"21";"0";"";"BSC6NSK";"23_FB_8";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Большевистская ул., дом 270,  ";"0";"0";"2";"54.9847";"82.9955";"0";"";"";"";"41142";"28658";"";"120";"64";"0";"43";"2100";"23";"17";"";"1";"8";"1";"0";"0";"0";"";"RNC4NSK";"45427";"";"";"";"";""
"211";"2020-11-22 02:28:34";"2021-11-09 02:24:39";"Россия, Красноярский край., Емельяновский р-н., Пугачево ж/д_платф., АМС МТС";"0";"0";"2";"56.0405";"92.59197";"0";"";"";"";"44136";"39898";"";"85";"64";"0";"42";"2100";"52";"17";"";"1";"9";"1";"0";"0";"0";"";"RNC4KRA";"43145";"";"";"";"";""
"211";"2021-12-06 02:26:15";"2021-12-08 02:22:53";"Россия, Красноярский край., Емельяновский р-н., Пугачево ж/д_платф., АМС МТС";"0";"0";"2";"56.0405";"92.59197";"0";"";"";"";"44136";"39898";"";"85";"64";"0";"42";"2100";"52";"17";"";"1";"9";"1";"0";"0";"0";"";"RNC04KY";"43145";"";"";"";"";""
"202";"2021-01-13 02:24:30";"2021-12-05 02:25:30";"Россия, Алтайский край., Первомайский р-н., Рассказиха с., вышка лесников";"0";"0";"2";"53.0846";"83.8452";"0";"";"";"";"42001";"58508";"";"205";"66";"2";"43";"2100";"37";"18";"";"1";"6";"1";"622";"0";"0";"";"RNC6BAR";"42099";"";"";"";"";""
"202";"2021-12-05 02:25:31";"2021-12-06 02:26:14";"Россия, Алтайский край., Первомайский р-н., Рассказиха с., вышка лесников";"0";"0";"2";"53.0846";"83.8452";"0";"";"";"";"42001";"58508";"";"205";"66";"2";"43";"2100";"37";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC06AT";"42099";"";"";"";"";""
"202";"2021-09-04 02:28:03";"2021-11-27 02:32:42";"Россия, Алтайский край., Барнаул г., Северный Власихинский пр-зд., д. 67";"0";"0";"0";"53.33122";"83.66329";"0";"";"";"";"41134";"20606";"";"190";"66";"0";"42";"900";"15";"16";"";"1";"9";"0";"0";"47";"0";"";"BSC8BAR";"36_FB_8";"";"";"";"";""
"202";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Алтайский край., Барнаул г., Энтузиастов ул., дом 22,  , подстанция теплосетей";"0";"0";"2";"53.3559";"83.6751";"0";"";"";"";"41134";"18948";"";"275";"64";"0";"40";"2100";"9";"17";"";"1";"8";"1";"44605";"0";"0";"";"RNC4BAR";"46005";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Новосибирск г., Титова ул., дом 19/1, АМС ЗАО РЭС";"0";"0";"0";"54.9815";"82.87842";"0";"";"";"";"15401";"48396";"";"140";"65";"0";"41";"900";"29";"16";"";"1";"8";"0";"0";"42";"0";"";"BSC7NSK";"30_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Новосибирск г., Толмачевская ул., дом 43а,  ";"0";"0";"0";"54.9589";"82.8083";"0";"";"";"";"41125";"48405";"";"80";"66";"0";"41";"900";"41";"16";"";"1";"9";"0";"0";"45";"0";"";"BSC7NSK";"35_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Новосибирск г., Толмачевская ул., дом 43а,  ";"0";"0";"0";"54.9589";"82.8083";"0";"";"";"";"41125";"48407";"";"320";"66";"0";"41";"900";"41";"16";"";"1";"9";"0";"0";"75";"0";"";"BSC7NSK";"29_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Новосибирск г., Электровозная ул., дом 2,  , ГП ""Новосибирский электровозоремонтный завод""";"0";"0";"0";"54.9695";"83.0461";"0";"";"";"";"41142";"48415";"";"0";"65";"0";"41";"900";"52";"17";"";"1";"9";"0";"0";"60";"0";"";"BSC6NSK";"33_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Новосибирск г., АМС ЗАО РЭС на территории ПС Инская";"0";"0";"0";"54.9513";"83.1382";"0";"";"";"";"41142";"48426";"";"220";"65";"2";"41";"900";"40";"17";"";"1";"9";"0";"0";"50";"0";"";"BSC6NSK";"34_FB_8";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Новосибирск г., АМС ЗАО РЭС на территории ПС Инская";"0";"0";"0";"54.9513";"83.1382";"0";"";"";"";"41142";"48427";"";"340";"65";"0";"41";"900";"40";"17";"";"1";"9";"0";"0";"40";"0";"";"BSC6NSK";"45_FB_8";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, обл. Новосибирская, г. Новосибирск, ул. Выборная, дом 144,  , Торговый Центр ""ТЕТРИС""";"0";"0";"2";"55.0028";"83.0218";"0";"";"";"";"41142";"5501";"";"60";"65";"1";"42";"2100";"20";"17";"";"1";"7";"1";"0";"0";"0";"";"RNC4NSK";"44834";"";"";"";"";""
"211";"2021-11-27 02:32:43";"2021-11-29 02:25:27";"Россия, край. Красноярский, г. Ачинск, ул. Свердлова, дом 17,  , Здание Администрации";"0";"0";"0";"56.26927";"90.49596";"0";"";"";"";"44153";"21842";"";"180";"65";"6";"45";"1800";"50";"16";"";"1";"9";"0";"0";"73";"0";"";"NO NAME";"806_FB_3";"";"";"";"";""
"216";"2021-11-04 02:26:30";"2021-11-27 02:32:42";"Россия, Новосибирская обл., Куйбышев г., Войкова ул., д. 142, АМС ОАО MTC";"0";"0";"0";"55.4553";"78.2769";"0";"";"";"";"15402";"27056";"";"175";"63";"3";"41";"900";"15";"16";"";"1";"9";"0";"0";"50";"0";"";"BSC7NSK";"31_FB_8";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Герцена ул., дом 11,  ";"0";"0";"2";"54.9594";"82.9658";"0";"";"";"";"41125";"28178";"";"125";"64";"1";"43";"2100";"20";"17";"";"1";"8";"1";"0";"0";"0";"";"RNC4NSK";"44854";"";"";"";"";""
"211";"2020-11-22 02:28:34";"2021-11-09 02:24:39";"Россия, Красноярский край., Канский р-н., 9-й км Тасеевского тракта";"0";"0";"2";"56.24843";"95.59633";"0";"";"";"";"41136";"49558";"";"180";"64";"0";"43";"2100";"22";"18";"";"1";"6";"1";"44006";"0";"0";"";"RNC5KRA";"45096";"";"";"";"";""
"211";"2021-12-06 02:26:15";"2021-12-08 02:22:53";"Россия, Красноярский край., Канский р-н., 9-й км Тасеевского тракта";"0";"0";"2";"56.24843";"95.59633";"0";"";"";"";"41136";"49558";"";"180";"64";"0";"43";"2100";"22";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC05KY";"45096";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Одоевского ул., дом 1,  ";"0";"0";"2";"54.9389";"83.1131";"0";"";"";"";"41142";"5024";"";"15";"64";"0";"45";"2100";"25";"17";"";"1";"8";"1";"0";"0";"0";"";"RNC4NSK";"45429";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Сузунский р-н., Сузун рп., АМС ФГУП РТРС ф-л ""Сибирский региональный центр""";"0";"0";"2";"53.7847";"82.3411";"0";"";"";"";"41128";"13048";"";"155";"60";"0";"43";"2100";"71";"17";"";"1";"6";"1";"0";"0";"0";"";"RNC6NSK";"44883";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Дмитрия Донского ул., дом 26/1,  ";"0";"0";"2";"55.0642";"82.8966";"0";"";"";"";"41130";"4554";"";"0";"64";"0";"43";"2100";"40";"17";"";"1";"8";"1";"0";"0";"0";"";"RNC4NSK";"44809";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Чулымский р-н., Большеникольское с., АМС ОАО Вымпелком";"0";"0";"2";"54.60344";"81.47169";"0";"";"";"";"41141";"38944";"";"25";"66";"2";"43";"2100";"39";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC6NSK";"42775";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Чукотская ул., д. 2А, корп. 1";"0";"0";"2";"54.9608";"82.8832";"0";"";"";"";"41125";"28448";"";"150";"63";"0";"43";"2100";"16";"18";"";"1";"7";"1";"0";"0";"0";"";"RNC4NSK";"41083";"";"";"";"";""
"211";"2020-11-22 02:28:34";"2021-11-09 02:24:39";"Россия, Красноярский край., Нижнеингашский р-н., Нижняя Пойма рп., Башня РТПЦ";"0";"0";"2";"56.1691";"97.1962";"0";"";"";"";"41136";"11169";"";"230";"64";"0";"38";"2100";"39";"17";"";"1";"9";"1";"44006";"0";"0";"";"RNC5KRA";"45152";"";"";"";"";""
"211";"2021-12-06 02:26:15";"2021-12-08 02:22:53";"Россия, Красноярский край., Нижнеингашский р-н., Нижняя Пойма рп., Башня РТПЦ";"0";"0";"2";"56.1691";"97.1962";"0";"";"";"";"41136";"11169";"";"230";"64";"0";"38";"2100";"39";"17";"";"1";"9";"1";"0";"0";"0";"";"RNC05KY";"45152";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Выборная ул., дом 99/4";"0";"0";"2";"55.0043";"83.0132";"0";"";"";"";"41142";"28824";"";"80";"64";"0";"43";"2100";"56";"18";"";"1";"7";"1";"0";"0";"0";"";"RNC4NSK";"42761";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Новосибирск г., Карла Маркса пр-кт., дом 57,  ";"0";"0";"2";"54.9925";"82.9111";"0";"";"";"";"15401";"5438";"";"120";"65";"0";"42";"2100";"35";"17";"";"1";"7";"1";"0";"0";"0";"";"RNC4NSK";"44837";"";"";"";"";""
"216";"2021-12-05 02:25:31";"2021-12-16 02:22:57";"Россия, Новосибирская обл., Новосибирск г., Карла Маркса пр-кт., дом 57,  ";"0";"0";"2";"54.9925";"82.9111";"0";"";"";"";"15401";"5438";"";"120";"65";"0";"42";"2100";"35";"17";"";"1";"7";"1";"0";"0";"0";"";"RNC04NV";"44837";"";"";"";"";""
"211";"2020-11-22 02:28:34";"2021-11-09 02:24:39";"Россия, Красноярский край., Новоселовский р-н., Новоселово с., АМС ""РТПЦ""";"0";"0";"2";"55.0308";"90.9495";"0";"";"";"";"44153";"39689";"";"225";"64";"2";"43";"2100";"24";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC4KRA";"45187";"";"";"";"";""
"211";"2021-12-06 02:26:15";"2021-12-08 02:22:53";"Россия, Красноярский край., Новоселовский р-н., Новоселово с., АМС ""РТПЦ""";"0";"0";"2";"55.0308";"90.9495";"0";"";"";"";"44153";"39689";"";"225";"64";"0";"43";"2100";"24";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC04KY";"45187";"";"";"";"";""
"216";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Новосибирская обл., Сузунский р-н., Сузун рп., Западная ул., дом 35,  , АМС ОАО Вымпелком";"0";"0";"2";"53.7863";"82.2767";"0";"";"";"";"41128";"5683";"";"135";"63";"6";"43";"2100";"74";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC6NSK";"43406";"";"";"";"";""
"202";"2020-11-22 02:28:34";"2021-12-05 02:25:30";"Россия, Алтайский край., Павловский р-н., Арбузовка ж/д_ст., Ленина ул., дом 1,  ";"0";"0";"2";"53.09381";"82.916";"0";"";"";"";"46134";"8448";"";"215";"66";"0";"43";"2100";"47";"18";"";"1";"6";"1";"622";"0";"0";"";"RNC6BAR";"41654";"";"";"";"";""
"211";"2020-11-22 02:28:34";"2021-11-09 02:24:39";"Россия, Красноярский край., Шарыповский р-н., Березовское с., Октябрьская ул., д. 5, столб ОАО ВымпелКом";"0";"0";"2";"55.8417";"89.6026";"0";"";"";"";"44153";"11338";"";"220";"64";"2";"43";"2100";"32";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC4KRA";"46143";"";"";"";"";""
"211";"2021-12-06 02:26:15";"2021-12-08 02:22:53";"Россия, Красноярский край., Шарыповский р-н., Березовское с., Октябрьская ул., д. 5, столб ОАО ВымпелКом";"0";"0";"2";"55.8417";"89.6026";"0";"";"";"";"44153";"11338";"";"220";"64";"0";"43";"2100";"32";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC04KY";"46143";"";"";"";"";""
"211";"2020-11-22 02:28:34";"2021-11-09 02:24:39";"Россия, Красноярский край., Богучанский р-н., Богучаны с., Октябрьская ул., дом 109,  , АМС ОАО ВымпелКом";"0";"0";"2";"58.3855";"97.4615";"0";"";"";"";"41136";"1938";"";"190";"64";"2";"43";"2100";"31";"18";"";"1";"6";"1";"44006";"0";"0";"";"RNC5KRA";"45120";"";"";"";"";""
"211";"2021-12-06 02:26:15";"2021-12-08 02:22:53";"Россия, Красноярский край., Богучанский р-н., Богучаны с., Октябрьская ул., дом 109,  , АМС ОАО ВымпелКом";"0";"0";"2";"58.3855";"97.4615";"0";"";"";"";"41136";"1938";"";"190";"64";"0";"43";"2100";"31";"18";"";"1";"6";"1";"0";"0";"0";"";"RNC05KY";"45120";"";"";"";"";""
