"Оператор (филиал)";"Время начала действия базовой станции";"Время конца действия базовой станции";"Адрес расположения (неструктурированный)";"Идентификаторы сектора";"Параметры антенной системы";"Тип сети";"Координаты - широта";"Координаты - долгота";"Координаты - тип проекции";"Тип местности";"Ид.БС";"Ид.сектора";"LAC";"CELL (сектор)";"Телеф. ид. соты";"Азимут, гр.";"Ширина растра, гр.";"Угол наклона";"Мощность, Вт";"Частота излучения";"Высота подвеса, м";"Коэффициент усиления(Дб)";"Поляризация";"Тип расположения БС";"Ширина диаграммы по вертикали (в градусах)";"Поколение";"Номер контроллера БС";"Код БС (BCC + NCC)";"Тип БС соты";"Класс излучения";"Наименование БС";"Десятичный номер канала";"Нижняя частота";"Верхняя частота";"Уровень боковых лепестков";"CELL (WiFi/WiMax)";"MAC-адреса сектора"
"39";"2022-03-22 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пер. Филологический, д. 3/литера П";"0";"0";"0";"59.94089";"30.29758";"0";"";"";"";"17862";"51202583";"";"30";"66";"3";"13";"2100";"25";"18";"45";"1";"7";"2";"";"";"0";"";"BTS_78_0010_GDULN";"";"";"";"";"";""
"39";"2022-03-22 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пл. Балканская, д. 5";"0";"0";"0";"59.82861";"30.37909";"0";"";"";"";"17837";"51949847";"";"0";"0";"0";"6";"2100";"3";"3";"";"0";"55";"2";"";"";"1";"";"BTS_78_2929_DULN";"";"";"";"";"";""
"39";"2022-03-21 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Обуховской Обороны,   0.035 км севернее дома 51 литера АФ, ОДН";"0";"0";"0";"59.90517";"30.41883";"0";"";"";"";"17834";"56292630";"";"300";"61";"2";"6";"2600";"27";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_03847_LTN";"";"";"";"";"";""
"39";"2022-03-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ш. Пулковское, д. 41/стр. литер А";"0";"0";"0";"59.79719";"30.26754";"0";"";"";"";"17899";"51961109";"";"260";"58";"3";"";"2600";"15";"17";"45";"1";"5";"2";"";"";"0";"";"BTS_78_2973_DULTNR";"";"";"";"";"";""
"39";"2022-03-17 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Турку,   юго-восточнее дома 18 литер А, ОДН";"0";"0";"0";"59.86772";"30.39575";"0";"";"";"";"17811";"52839938";"";"310";"61";"3";"";"2600";"26";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_06406_DULTN";"";"";"";"";"";""
"39";"2022-03-17 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Турку,   юго-восточнее дома 18 литер А, ОДН";"0";"0";"0";"59.86772";"30.39575";"0";"";"";"";"17811";"52839936";"";"70";"61";"3";"";"2600";"26";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_06406_DULTN";"";"";"";"";"";""
"39";"2022-03-17 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пер. Челиева,   0.025 км западнее дома 7 литера Б, ОДН";"0";"0";"0";"59.88809";"30.46942";"0";"";"";"";"19311";"56296395";"";"295";"63";"3";"2";"1800";"26";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03796_LTN";"";"";"";"";"";""
"39";"2022-03-17 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пер. Челиева,   0.025 км западнее дома 7 литера Б, ОДН";"0";"0";"0";"59.88809";"30.46942";"0";"";"";"";"17811";"56296196";"";"175";"63";"3";"25";"1800";"26";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03796_LTN";"";"";"";"";"";""
"39";"2022-03-17 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пер. Челиева,   0.025 км западнее дома 7 литера Б, ОДН";"0";"0";"0";"59.88809";"30.46942";"0";"";"";"";"17811";"56296194";"";"295";"61";"2";"13";"2600";"26";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_03796_LTN";"";"";"";"";"";""
"39";"2022-03-16 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Малая Монетная, д. 4/литера М";"0";"0";"0";"59.95944";"30.32271";"0";"";"";"";"17856";"52068472";"";"165";"60";"2";"20";"2600";"8";"19";"45";"1";"6";"2";"";"";"0";"";"BTS_78_0000_DLTN_5";"";"";"";"";"";""
"39";"2022-03-15 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Тосненский, г. Тосно, ул. 3-я,   ОДН";"0";"0";"0";"59.53401";"30.8692";"0";"";"";"";"315";"65305";"";"260";"65";"4";"20";"2100";"38";"17";"45";"1";"7";"1";"RNC_78_27";"";"0";"";"BTS_78_03883_ULTN";"";"";"";"";"";""
"39";"2022-03-15 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Тосненский, г. Тосно, ул. 3-я,   ОДН";"0";"0";"0";"59.53401";"30.8692";"0";"";"";"";"315";"65284";"";"0";"65";"4";"20";"2100";"38";"17";"45";"1";"7";"1";"RNC_78_27";"";"0";"";"BTS_78_03883_ULTN";"";"";"";"";"";""
"39";"2022-03-15 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Шкиперский проток,   0.065 км восточнее дома 12,  литер Н, ОДН";"0";"0";"0";"59.93325";"30.23483";"0";"";"";"";"17899";"52034324";"";"10";"58";"3";"6";"2600";"12";"17";"45";"1";"5";"2";"";"";"0";"";"BTS_78_03259_ULTN";"";"";"";"";"";""
"39";"2022-03-15 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Большая Морская, д. 18/литера А";"0";"0";"0";"59.93497";"30.31619";"0";"";"";"";"17862";"51202068";"";"25";"61";"5";"6";"2600";"30";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_0008_GDULTN";"";"";"";"";"";""
"39";"2022-03-14 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Турку,   юго-восточнее дома 18 литер А, ОДН";"0";"0";"0";"59.86772";"30.39575";"0";"";"";"";"17811";"52839958";"";"310";"61";"3";"6";"2600";"26";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_06406_DULTN";"";"";"";"";"";""
"39";"2022-03-14 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, п Шушары, тер. Славянка, ул. Галицкая, д. 15/к.2/литера А";"0";"0";"0";"59.73466";"30.4572";"0";"";"";"";"19355";"56308939";"";"185";"63";"5";"2";"1800";"20";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_04072_ULTN";"";"";"";"";"";""
"39";"2022-03-14 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, п Шушары, тер. Славянка, ул. Галицкая, д. 15/к.2/литера А";"0";"0";"0";"59.73466";"30.4572";"0";"";"";"";"17855";"56308740";"";"90";"63";"5";"40";"1800";"20";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_04072_ULTN";"";"";"";"";"";""
"39";"2022-03-13 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Дунайский,   0.05 км юго-восточнее дома 36 корпус 1 литера А, ОДН";"0";"0";"0";"59.83594";"30.38469";"0";"";"";"";"19337";"56293834";"";"155";"63";"3";"1";"1800";"23";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03822_LTN";"";"";"";"";"";""
"39";"2022-03-13 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Дунайский,   0.05 км юго-восточнее дома 36 корпус 1 литера А, ОДН";"0";"0";"0";"59.83594";"30.38469";"0";"";"";"";"17837";"56293632";"";"75";"61";"4";"40";"2600";"23";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_03822_LTN";"";"";"";"";"";""
"39";"2022-03-11 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Тосненский, г. Тосно, ул. 3-я,   ОДН";"0";"0";"0";"59.53401";"30.8692";"0";"";"";"";"17810";"47586071";"";"0";"65";"4";"20";"2100";"38";"17";"45";"1";"7";"2";"";"";"0";"";"BTS_78_03883_ULTN";"";"";"";"";"";""
"39";"2022-03-11 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, п Металлострой, пр-д Северный, д. 8/литера А";"0";"0";"0";"59.80965";"30.55159";"0";"";"";"";"17836";"56288792";"";"160";"62";"2";"13";"2100";"18";"16";"45";"1";"7";"2";"";"";"0";"";"BTS_78_04025_DULTN";"";"";"";"";"";""
"39";"2022-03-09 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Волховский, д Вороново,   0.06 км юго-западнее дома 25, ОДН";"0";"0";"0";"60.27121";"32.64333";"0";"";"";"";"119";"36516";"";"315";"69";"4";"20";"1800";"26";"17";"45";"1";"7";"0";"BSC_78_57";"56";"0";"";"BTS_78_03651_DLN";"666";"";"";"";"";""
"39";"2022-03-09 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Волховский, д Вороново,   0.06 км юго-западнее дома 25, ОДН";"0";"0";"0";"60.27121";"32.64333";"0";"";"";"";"119";"36515";"";"190";"69";"4";"20";"1800";"26";"17";"45";"1";"7";"0";"BSC_78_57";"21";"0";"";"BTS_78_03651_DLN";"675";"";"";"";"";""
"39";"2022-03-09 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Обуховской Обороны,   0.035 км севернее дома 51 литера АФ, ОДН";"0";"0";"0";"59.90517";"30.41883";"0";"";"";"";"17834";"56292631";"";"120";"62";"2";"13";"2100";"27";"16";"45";"1";"7";"2";"";"";"0";"";"BTS_78_03847_LTN";"";"";"";"";"";""
"39";"2022-03-09 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Новоизмайловский, д. 44/к.5/литера А";"0";"0";"0";"59.85458";"30.31";"0";"";"";"";"19338";"52192201";"";"10";"69";"3";"2";"1800";"32";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03875_LTN";"";"";"";"";"";""
"39";"2022-03-09 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Новоизмайловский, д. 44/к.5/литера А";"0";"0";"0";"59.85458";"30.31";"0";"";"";"";"17838";"52192002";"";"200";"58";"3";"13";"2600";"32";"17";"45";"1";"5";"2";"";"";"0";"";"BTS_78_03875_LTN";"";"";"";"";"";""
"39";"2022-03-06 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Подвойского,   0.015 км восточнее дома 16 корпус 1 литера Б, ОДН";"0";"0";"0";"59.9119";"30.46994";"0";"";"";"";"332";"37778";"";"210";"65";"4";"20";"2100";"26";"17";"45";"1";"7";"1";"RNC_78_25";"";"0";"";"BTS_78_03777_ULTN";"";"";"";"";"";""
"39";"2022-03-05 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Крыленко,   0.04 км южнее дома 2а литера А, ОДН";"0";"0";"0";"59.89334";"30.45108";"0";"";"";"";"19334";"56314058";"";"210";"69";"11";"1";"1800";"29";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_03661_LTN";"";"";"";"";"";""
"39";"2022-03-04 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, п Шушары, ш. Колпинское,   0.26 км восточнее кругового движения, ОДН";"0";"0";"0";"59.74892";"30.53707";"0";"";"";"";"17859";"47362839";"";"20";"65";"4";"13";"2100";"26";"17";"45";"1";"7";"2";"";"";"0";"";"BTS_78_04011_DLTN";"";"";"";"";"";""
"39";"2022-03-02 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Кингисеппский,   4.5 км северо-восточнее Большое Куземкино д, территория БХК, столб";"0";"0";"0";"59.60279";"28.26419";"0";"";"";"";"17856";"56313192";"";"200";"37";"4";"40";"1800";"37";"18";"45";"1";"10";"2";"";"";"0";"";"BTS_78_03693_DULTN";"";"";"";"";"";""
"39";"2022-03-02 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Кингисеппский,   4.5 км северо-восточнее Большое Куземкино д, территория БХК, столб";"0";"0";"0";"59.60279";"28.26419";"0";"";"";"";"17856";"56313092";"";"40";"37";"4";"40";"1800";"37";"18";"45";"1";"10";"2";"";"";"0";"";"BTS_78_03693_DULTN";"";"";"";"";"";""
"39";"2022-03-02 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Кингисеппский,   4.5 км северо-восточнее Большое Куземкино д, территория БХК, столб";"0";"0";"0";"59.60279";"28.26419";"0";"";"";"";"17856";"56313090";"";"120";"26";"4";"40";"2600";"37";"19";"45";"1";"7";"2";"";"";"0";"";"BTS_78_03693_DULTN";"";"";"";"";"";""
"39";"2022-03-02 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Кингисеппский,   4.5 км северо-восточнее Большое Куземкино д, территория БХК, столб";"0";"0";"0";"59.60279";"28.26419";"0";"";"";"";"324";"36936";"";"200";"37";"4";"20";"1800";"37";"18";"45";"1";"10";"0";"BSC_78_56";"10";"0";"";"BTS_78_03693_DULTN";"658";"";"";"";"";""
"39";"2022-03-11 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Социалистическая, д. 21/стр. 1";"0";"0";"0";"59.92005";"30.34642";"0";"";"";"";"17846";"47368727";"";"10";"65";"6";"13";"2100";"35";"17";"45";"1";"7";"2";"";"";"0";"";"BTS_78_04034_DLTN";"";"";"";"";"";""
"39";"2022-03-02 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Кустодиева,   0.04 км юго-восточнее дома 17 литера А, ОДН";"0";"0";"0";"60.04887";"30.36449";"0";"";"";"";"17865";"56309763";"";"90";"69";"3";"25";"1800";"27";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_04146_LTN";"";"";"";"";"";""
"39";"2022-03-02 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Кустодиева,   0.04 км юго-восточнее дома 17 литера А, ОДН";"0";"0";"0";"60.04887";"30.36449";"0";"";"";"";"17865";"56309762";"";"285";"58";"3";"13";"2600";"27";"17";"45";"1";"5";"2";"";"";"0";"";"BTS_78_04146_LTN";"";"";"";"";"";""
"39";"2022-03-02 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, наб. Реки Средней Невки, д. 6/стр. литер Б";"0";"0";"0";"59.97966";"30.27868";"0";"";"";"";"17849";"51662848";"";"105";"60";"2";"";"2600";"14";"18";"45";"1";"5";"2";"";"";"0";"";"BTS_78_1808_GULTN";"";"";"";"";"";""
"39";"2022-03-01 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Киришский, г. Кириши, ш. Лесное,   0.23 км юго-западнее дома 5а, ОДН";"0";"0";"0";"59.46839";"32.07017";"0";"";"";"";"17840";"47459353";"";"305";"62";"3";"13";"2100";"36";"16";"45";"1";"7";"2";"";"";"0";"";"BTS_78_04388_GULN";"";"";"";"";"";""
"39";"2022-03-01 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Волосовский, г. Волосово,   60 м восточнее Гатчинское ш, дом 10, башня";"0";"0";"0";"59.45334";"29.50471";"0";"";"";"";"17854";"52759833";"";"270";"66";"3";"6";"2100";"52";"17";"45";"1";"7";"2";"";"";"0";"";"BTS_78_06093_GULTN";"";"";"";"";"";""
"39";"2022-02-28 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Тосненский, гп Ульяновка, ул. 15-я,   башня";"0";"0";"0";"59.66531";"30.79608";"0";"";"";"";"17810";"47479832";"";"110";"65";"5";"13";"2100";"48";"18";"45";"1";"7";"2";"";"";"0";"";"BTS_78_03468_DULN";"";"";"";"";"";""
"39";"2022-02-25 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Волосовский, г. Волосово,   60 м восточнее Гатчинское ш, дом 10, башня";"0";"0";"0";"59.45334";"29.50471";"0";"";"";"";"17854";"52759829";"";"180";"58";"3";"25";"2600";"52";"17";"45";"1";"5";"2";"";"";"0";"";"BTS_78_06093_GULTN";"";"";"";"";"";""
"39";"2022-02-24 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Тихвинский, г. Тихвин, пл-ка Промплощадка, уч. Здание 264";"0";"0";"0";"59.60692";"33.49199";"0";"";"";"";"17840";"52791577";"";"330";"63";"5";"40";"2100";"16";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_6217_GULN";"";"";"";"";"";""
"39";"2022-02-24 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Тихвинский, г. Тихвин, пл-ка Промплощадка, уч. Здание 264";"0";"0";"0";"59.60692";"33.49199";"0";"";"";"";"17840";"52791575";"";"130";"63";"5";"40";"2100";"16";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_6217_GULN";"";"";"";"";"";""
"39";"2022-02-22 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Тихвинский, г. Тихвин, пл-ка Промплощадка, уч. 5";"0";"0";"0";"59.61747";"33.49424";"0";"";"";"";"17840";"52791833";"";"315";"62";"5";"13";"2100";"20";"16";"45";"1";"7";"2";"";"";"0";"";"BTS_78_6218_GULTN";"";"";"";"";"";""
"39";"2022-02-22 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Ждановская,   0.02 км южнее дома 43 литера А, ОДН";"0";"0";"0";"59.9613";"30.27157";"0";"";"";"";"17849";"56292375";"";"10";"62";"3";"13";"2100";"12";"16";"45";"1";"7";"2";"";"";"0";"";"BTS_78_03719_LTN";"";"";"";"";"";""
"39";"2022-02-22 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Ждановская,   0.02 км южнее дома 43 литера А, ОДН";"0";"0";"0";"59.9613";"30.27157";"0";"";"";"";"17849";"56292355";"";"10";"63";"3";"25";"1800";"12";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03719_LTN";"";"";"";"";"";""
"39";"2022-02-21 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, г. Сосновый Бор,   0.09 км юго-восточнее Новое Керново тер. ДНТ, ОДН";"0";"0";"0";"59.81142";"28.99232";"0";"";"";"";"17857";"56311812";"";"220";"63";"2";"25";"1800";"30";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_04246_DLN";"";"";"";"";"";""
"39";"2022-02-21 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, г. Сосновый Бор,   0.09 км юго-восточнее Новое Керново тер. ДНТ, ОДН";"0";"0";"0";"59.81142";"28.99232";"0";"";"";"";"224";"42466";"";"330";"63";"5";"20";"1800";"30";"17";"45";"1";"6";"0";"BSC_78_56";"43";"0";"";"BTS_78_04246_DLN";"660";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Тосненский, г. Тосно, ш. Московское, д. 15";"0";"0";"0";"59.55817";"30.84245";"0";"";"";"";"19310";"56294602";"";"145";"63";"2";"2";"1800";"20";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03881_DLTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Тосненский, г. Тосно, ш. Московское, д. 15";"0";"0";"0";"59.55817";"30.84245";"0";"";"";"";"17810";"56294405";"";"300";"63";"2";"25";"1800";"20";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03881_DLTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, г. Сосновый Бор, ш. Копорское,   ОДН";"0";"0";"0";"59.84101";"29.04302";"0";"";"";"";"17857";"56296450";"";"350";"61";"3";"13";"2600";"37";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_03980_LTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Рюхина, д. 9/к.2/литера А";"0";"0";"0";"59.96964";"30.2548";"0";"";"";"";"19381";"52064203";"";"265";"90";"3";"1";"1800";"22";"12";"45";"1";"23";"2";"";"";"0";"";"BTS_78_02251_LN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Костюшко,   0.02 км юго-восточнее дома 38 литера А, ОДН";"0";"0";"0";"59.84705";"30.30589";"0";"";"";"";"17837";"47583000";"";"130";"62";"2";"13";"2100";"26";"16";"45";"1";"7";"2";"";"";"0";"";"BTS_78_03871_LTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Костюшко,   0.02 км юго-восточнее дома 38 литера А, ОДН";"0";"0";"0";"59.84705";"30.30589";"0";"";"";"";"17837";"47582998";"";"220";"61";"3";"6";"2600";"26";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_03871_LTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Костюшко,   0.02 км юго-восточнее дома 38 литера А, ОДН";"0";"0";"0";"59.84705";"30.30589";"0";"";"";"";"17837";"47582997";"";"130";"61";"3";"6";"2600";"26";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_03871_LTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Костюшко,   0.02 км юго-восточнее дома 38 литера А, ОДН";"0";"0";"0";"59.84705";"30.30589";"0";"";"";"";"17837";"47582980";"";"130";"63";"3";"25";"1800";"26";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03871_LTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пер. 2-й Рабфаковский,   0.02 км севернее дома 6 литера З, ОДН";"0";"0";"0";"59.85606";"30.473";"0";"";"";"";"17811";"56295447";"";"60";"62";"3";"13";"2100";"26";"16";"45";"1";"7";"2";"";"";"0";"";"BTS_78_03833_ULTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пер. 2-й Рабфаковский,   0.02 км севернее дома 6 литера З, ОДН";"0";"0";"0";"59.85606";"30.473";"0";"";"";"";"17811";"56295445";"";"185";"61";"3";"6";"2600";"26";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_03833_ULTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пер. 2-й Рабфаковский,   0.02 км севернее дома 6 литера З, ОДН";"0";"0";"0";"59.85606";"30.473";"0";"";"";"";"17811";"56295428";"";"185";"63";"3";"25";"1800";"26";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03833_ULTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пер. 2-й Рабфаковский,   0.02 км севернее дома 6 литера З, ОДН";"0";"0";"0";"59.85606";"30.473";"0";"";"";"";"17811";"56295427";"";"60";"63";"3";"25";"1800";"26";"16";"45";"1";"8";"2";"";"";"0";"";"BTS_78_03833_ULTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пер. 2-й Рабфаковский,   0.02 км севернее дома 6 литера З, ОДН";"0";"0";"0";"59.85606";"30.473";"0";"";"";"";"17811";"56295425";"";"185";"61";"3";"13";"2600";"26";"17";"45";"1";"6";"2";"";"";"0";"";"BTS_78_03833_ULTN";"";"";"";"";"";""
"39";"2022-02-18 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Коллонтай, д. 3/стр. литер Б";"0";"0";"0";"59.91162";"30.446";"0";"";"";"";"17851";"51861883";"";"0";"0";"0";"20";"2100";"5";"4";"";"0";"180";"2";"";"";"1";"";"BTS_78_2585_GDULTN";"";"";"";"";"";""
"39";"2022-07-20 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Добролюбова, д. 18/литера А";"0";"0";"0";"59.95047";"30.29193";"0";"";"";"";"17862";"51228183";"";"60";"62";"4";"20";"2100";"22";"16";"45";"1";"7";"2";"";"";"0";"";"BTS_78_0110_GDULN";"";"";"";"";"";""
"39";"2022-07-20 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Зольная, д. 15/стр. 1";"0";"0";"0";"59.9184";"30.42803";"0";"";"";"";"17834";"56275629";"";"0";"69";"0";"40";"1800";"3";"8";"45";"0";"68";"2";"";"";"1";"";"BTS_78_04504_DLN";"";"";"";"";"";""
"39";"2022-07-20 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Добролюбова, д. 18/литера А";"0";"0";"0";"59.95047";"30.29193";"0";"";"";"";"17862";"51228305";"";"0";"0";"0";"20";"1800";"3";"3";"";"0";"55";"2";"";"";"1";"";"BTS_78_0110_GDULN";"";"";"";"";"";""
"39";"2022-07-20 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Добролюбова, д. 18/литера А";"0";"0";"0";"59.95047";"30.29193";"0";"";"";"";"17862";"51228265";"";"0";"0";"0";"20";"1800";"3";"3";"";"0";"55";"2";"";"";"1";"";"BTS_78_0110_GDULN";"";"";"";"";"";""
"39";"2022-07-20 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Добролюбова, д. 18/литера А";"0";"0";"0";"59.95047";"30.29193";"0";"";"";"";"17862";"51228260";"";"0";"0";"0";"20";"2600";"3";"3";"";"0";"50";"2";"";"";"1";"";"BTS_78_0110_GDULN";"";"";"";"";"";""
"39";"2022-07-18 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, р-н Волосовский, д Чирковицы,   башня";"0";"0";"0";"59.55592";"29.15143";"0";"";"";"";"17857";"51358997";"";"145";"60";"0";"10";"2600";"65";"18";"45";"1";"5";"2";"";"";"0";"";"BTS_78_0621_GULTN";"";"";"";"";"";""
"39";"2022-07-16 00:00:00";"2044-01-01 00:00:00";"Россия, обл. Ленинградская, г. Сосновый Бор, пр-т Александра Невского,   0.032 км юго-восточнее участка 32, ОДН";"0";"0";"0";"59.91637";"29.09484";"0";"";"";"";"224";"39739";"";"160";"65";"3";"20";"2100";"37";"17";"45";"1";"7";"1";"RNC_78_27";"";"0";"";"BTS_78_03973_ULTN";"";"";"";"";"";""
"39";"2022-07-15 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, ул. Большая Разночинная, д. 32/литера Л";"0";"0";"0";"59.96186";"30.28427";"0";"";"";"";"225";"43289";"";"190";"62";"4";"20";"2100";"21";"16";"45";"1";"7";"1";"RNC_78_25";"";"0";"";"BTS_78_04328_GDULTN";"";"";"";"";"";""
"39";"2022-07-15 00:00:00";"2044-01-01 00:00:00";"Россия, г. Санкт-Петербург, пр-т Энергетиков,   0.02 км восточнее дома 64 литера А, ОДН";"0";"0";"0";"59.97017";"30.43611";"0";"";"";"";"17806";"56276760";"";"220";"62";"5";"20";"2100";"26";"16";"45";"1";"7";"2";"";"";"0";"";"BTS_78_04079_LTN";"";"";"";"";"";""
