"Оператор (филиал)";"Время начала действия базовой станции";"Время конца действия базовой станции";"Адрес расположения (неструктурированный)";"Идентификаторы сектора";"Параметры антенной системы";"Тип сети";"Координаты - широта";"Координаты - долгота";"Координаты - тип проекции";"Тип местности";"Ид.БС";"Ид.сектора";"LAC";"CELL (сектор)";"Телеф. ид. соты";"Азимут, гр.";"Ширина растра, гр.";"Угол наклона";"Мощность, Вт";"Частота излучения";"Высота подвеса, м";"Коэффициент усиления(Дб)";"Поляризация";"Тип расположения БС";"Ширина диаграммы по вертикали (в градусах)";"Поколение";"Номер контроллера БС";"Код БС (BCC + NCC)";"Тип БС соты";"Класс излучения";"Наименование БС";"Десятичный номер канала";"Нижняя частота";"Верхняя частота";"Уровень боковых лепестков";"CELL (WiFi/WiMax)";"MAC-адреса сектора"
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"119334, Россия, г Город Москва, пр-кт Ленинский, ДОМ 49";"0";"2";"2";"55.70016";"37.56944";"1";"";"";"";"7724";"18";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"121248, Россия, г Город Москва, пр-кт Кутузовский, ДОМ 13";"0";"2";"2";"55.74801";"37.5593";"1";"";"";"";"7723";"1597";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"121248, Россия, г Город Москва, пр-кт Кутузовский, ДОМ 8стр1";"0";"2";"2";"55.74078";"37.52451";"1";"";"";"";"7721";"466";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"123290, Россия, г Город Москва, проезд Мукомольный, ДОМ 4А";"0";"2";"2";"55.75313";"37.52375";"1";"";"";"";"7722";"51659";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"124575, Россия, г Город Москва, г Зеленоград, пл Крюковская, ДОМ 1, В пределах офис Мегафон-Ритэйл";"0";"2";"2";"55.98268";"37.17481";"1";"";"";"";"7724";"65031";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"124617, Россия, г Город Москва, г Зеленоград, ул Новокрюковская, В пределах к1471";"0";"2";"2";"55.98812";"37.15716";"1";"";"";"";"7723";"49879";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"125371, Россия, г Город Москва, ш Волоколамское, ДОМ 95";"0";"2";"2";"55.83027";"37.40507";"1";"";"";"";"7724";"1774";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"119620, Россия, г Город Москва, пр-кт Солнцевский, ДОМ 10";"0";"2";"2";"55.65159";"37.40187";"1";"";"";"";"7724";"289";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"119002, Россия, г Город Москва, пер Малый Власьевский, ДОМ 12стр1";"0";"2";"2";"55.74671";"37.59338";"1";"";"";"";"7721";"49850";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"125008, Россия, г Город Москва, ул Генерала Рычагова, ДОМ 4";"0";"2";"2";"55.83929";"37.53433";"1";"";"";"";"7722";"51319";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"125009, Россия, г Город Москва, пер Дегтярный, ДОМ 10/11стр1";"0";"2";"2";"55.76879";"37.60526";"1";"";"";"";"7724";"2034";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"127572, Россия, г Город Москва, ул Абрамцевская, ДОМ 14";"0";"2";"2";"55.90015";"37.57444";"1";"";"";"";"7724";"137";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"129337, Россия, г Город Москва, ул Красная Сосна, ДОМ 3";"0";"2";"2";"55.85029";"37.68509";"1";"";"";"";"7723";"49982";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"119634, Россия, г Город Москва, ул Лукинская, ДОМ 16";"0";"2";"2";"55.6457";"37.33927";"1";"";"";"";"7723";"58";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"121352, Россия, г Город Москва, ул Давыдковская, ДОМ 16";"0";"2";"2";"55.72113";"37.46565";"1";"";"";"";"7724";"424";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"121352, Россия, г Город Москва, ул Давыдковская, ДОМ 16";"0";"2";"2";"55.72113";"37.46565";"1";"";"";"";"7724";"1687";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"125252, Россия, г Город Москва, б-р Ходынский, ДОМ 19";"0";"2";"2";"55.78858";"37.52073";"1";"";"";"";"7723";"49940";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"119021, Россия, г Город Москва, пер Олсуфьевский, ДОМ 8стр1";"0";"2";"2";"55.73304";"37.58029";"1";"";"";"";"7724";"1559";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"119454, Россия, г Город Москва, пр-кт Вернадского, ДОМ 78стр1";"0";"2";"2";"55.66997";"37.48046";"1";"";"";"";"7724";"144";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"119454, Россия, г Город Москва, пр-кт Вернадского, ДОМ 78стр1";"0";"2";"2";"55.66997";"37.48046";"1";"";"";"";"7724";"146";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"125040, Россия, г Город Москва, ул Скаковая, ДОМ 17стр1";"0";"2";"2";"55.77812";"37.57376";"1";"";"";"";"7722";"104";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"125438, Россия, г Город Москва, ул Михалковская, ДОМ 63Бстр1";"0";"2";"2";"55.83591";"37.51048";"1";"";"";"";"7725";"1617";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"129515, Россия, г Город Москва, ул 1-я Останкинская, ДОМ 13/1";"0";"2";"2";"55.82518";"37.61923";"1";"";"";"";"7723";"50744";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"121087, Россия, г Город Москва, пр-д Береговой, ДОМ 3";"0";"2";"2";"55.7579";"37.50962";"1";"";"";"";"7722";"84";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"121087, Россия, г Город Москва, ул Барклая, ДОМ 6";"0";"2";"2";"55.74056";"37.50408";"1";"";"";"";"7722";"51530";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"121087, Россия, г Город Москва, ул Барклая, ДОМ 6";"0";"2";"2";"55.74056";"37.50408";"1";"";"";"";"7723";"50780";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"121087, Россия, г Город Москва, ул Барклая, ДОМ 6";"0";"2";"2";"55.74056";"37.50408";"1";"";"";"";"7725";"179";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"121374, Россия, г Город Москва, ул Клочкова, ДОМ 4";"0";"2";"2";"55.72538";"37.4518";"1";"";"";"";"7723";"49876";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"125284, Россия, г Город Москва, проезд Беговой, ДОМ 11";"0";"2";"2";"55.7779";"37.55267";"1";"";"";"";"7724";"196";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"123103, Россия, г Город Москва, лн. 4-я Хорошёвского Серебряного Бора, ДОМ 19 к1 стр6";"0";"2";"2";"55.78411";"37.41351";"1";"";"";"";"7724";"1099";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"123103, Россия, г Город Москва, ул Генерала Глаголева, ДОМ 19";"0";"2";"2";"55.78462";"37.46278";"1";"";"";"";"7724";"194";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"123103, Россия, г Город Москва, ул Генерала Глаголева, ДОМ 19";"0";"2";"2";"55.78462";"37.46278";"1";"";"";"";"7724";"229";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"127051, Россия, г Город Москва, пер Малый Сухаревский, ДОМ 9стр1";"0";"2";"2";"55.77051";"37.6244";"1";"";"";"";"7725";"1546";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"125466, Россия, г Город Москва, ул Воротынская, ДОМ 11";"0";"2";"2";"55.88841";"37.3947";"1";"";"";"";"7723";"49872";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"125466, Россия, г Город Москва, ул Родионовская, ДОМ 3";"0";"2";"2";"55.89328";"37.39803";"1";"";"";"";"7723";"49849";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"119270, Россия, г Город Москва, ул Хамовнический Вал, ДОМ 14";"0";"2";"2";"55.71802";"37.57375";"1";"";"";"";"7724";"554";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"127434, Россия, г Город Москва, ул Немчинова, ДОМ 2";"0";"2";"2";"55.82411";"37.57036";"1";"";"";"";"7724";"117";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"129128, Россия, г Город Москва, ул Бажова, ДОМ 8";"0";"2";"2";"55.83289";"37.66223";"1";"";"";"";"7724";"896";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"119571, Россия, г Город Москва, пр-кт Ленинский, ДОМ 158";"0";"2";"2";"55.65114";"37.48275";"1";"";"";"";"7724";"1459";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"124460, Россия, г Город Москва, г Зеленоград, проезд Западный 3-й, ДОМ 2стр1";"0";"2";"2";"56.01638";"37.19488";"1";"";"";"";"7722";"51255";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115162, Россия, г Город Москва, ул Люсиновская, ДОМ 68";"0";"2";"2";"55.71533";"37.62173";"1";"";"";"";"7722";"106";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"117403, Россия, г Город Москва, проезд Востряковский, ДОМ 15 к1";"0";"2";"2";"55.57668";"37.6453";"1";"";"";"";"7724";"594";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"117628, Россия, г Город Москва, ул Старокачаловская, ДОМ 12";"0";"2";"2";"55.56999";"37.59002";"1";"";"";"";"7724";"809";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115172, Россия, г Город Москва, пер 2-й Гончарный, ДОМ 6";"0";"2";"2";"55.73944";"37.6497";"1";"";"";"";"7722";"666";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115432, Россия, г Город Москва, ул Трофимова, ДОМ 24 к1";"0";"2";"2";"55.70245";"37.67633";"1";"";"";"";"7725";"2026";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"105484, Россия, г Город Москва, б-р Сиреневый, ДОМ 70";"0";"2";"2";"55.80257";"37.83485";"1";"";"";"";"7722";"51545";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115201, Россия, г Город Москва, ул Котляковская, ДОМ 5";"0";"2";"2";"55.64388";"37.63734";"1";"";"";"";"7722";"51641";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115201, Россия, г Город Москва, ул Котляковская, ДОМ 5";"0";"2";"2";"55.64388";"37.63734";"1";"";"";"";"7722";"51690";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115201, Россия, г Город Москва, ул Котляковская, ДОМ 5";"0";"2";"2";"55.64386";"37.63739";"1";"";"";"";"7724";"459";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115201, Россия, г Город Москва, ул Котляковская, ДОМ 5";"0";"2";"2";"55.64386";"37.63739";"1";"";"";"";"7724";"818";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115035, Россия, г Город Москва, наб Садовническая, ДОМ 71";"0";"2";"2";"55.73686";"37.64249";"1";"";"";"";"7724";"1856";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"117525, Россия, г Город Москва, ул Днепропетровская, ДОМ 25";"0";"2";"2";"55.6209";"37.58823";"1";"";"";"";"7724";"167";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"109462, Россия, г Город Москва, ул Юных Ленинцев, ДОМ 51";"0";"2";"2";"55.70154";"37.75828";"1";"";"";"";"7724";"687";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"117209, Россия, г Город Москва, ул Перекопская, ДОМ 26";"0";"2";"2";"55.66209";"37.57175";"1";"";"";"";"7724";"1409";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"109029, Россия, г Город Москва, ул Скотопрогонная, ДОМ 33";"0";"2";"2";"55.72778";"37.70014";"1";"";"";"";"7724";"1178";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"107023, Россия, г Город Москва, ул Электрозаводская, ДОМ 21";"0";"2";"2";"55.78651";"37.70413";"1";"";"";"";"7722";"27";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"107023, Россия, г Город Москва, ул Электрозаводская, ДОМ 21";"0";"2";"2";"55.78651";"37.70413";"1";"";"";"";"7724";"28";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115533, Россия, г Город Москва, пр-кт Андропова, ДОМ 22, В пределах Офис компании РОМИР";"0";"2";"2";"55.68271";"37.66132";"1";"";"";"";"7725";"66";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"117218, Россия, г Город Москва, ул Профсоюзная, ДОМ 15";"0";"2";"2";"55.67928";"37.56509";"1";"";"";"";"7721";"477";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"105066, Россия, г Город Москва, ул Новорязанская, ДОМ 38";"0";"2";"2";"55.77115";"37.67012";"1";"";"";"";"7724";"1607";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"105066, Россия, г Город Москва, ул Старая Басманная, ДОМ 22, Вблизи ПТР 2020";"0";"2";"2";"55.76742";"37.66577";"1";"";"";"";"7724";"76";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"105066, Россия, г Город Москва, ул Старая Басманная, ДОМ 22, Вблизи ПТР 2020";"0";"2";"2";"55.76742";"37.66577";"1";"";"";"";"7724";"864";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"107023, Россия, г Город Москва, ул Электрозаводская, ДОМ 27стр1";"0";"2";"2";"55.79116";"37.70577";"1";"";"";"";"7723";"1809";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115088, Россия, г Город Москва, ул Угрешская, ДОМ 2стр1";"0";"2";"2";"55.71136";"37.68353";"1";"";"";"";"7724";"1496";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115088, Россия, г Город Москва, ул Угрешская, ДОМ 2стр1";"0";"2";"2";"55.71136";"37.68353";"1";"";"";"";"7724";"1507";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115088, Россия, г Город Москва, ул Угрешская, ДОМ 2стр1";"0";"2";"2";"55.71136";"37.68353";"1";"";"";"";"7724";"1549";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115088, Россия, г Город Москва, ул Угрешская, ДОМ 2стр1";"0";"2";"2";"55.71136";"37.68353";"1";"";"";"";"7725";"1638";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115088, Россия, г Город Москва, ул Угрешская, ДОМ 2стр1";"0";"2";"2";"55.71136";"37.68353";"1";"";"";"";"7725";"2054";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"115088, Россия, г Город Москва, ул Угрешская, ДОМ 2стр1";"0";"2";"2";"55.71136";"37.68353";"1";"";"";"";"7725";"2056";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"117292, Россия, г Город Москва, ул Ивана Бабушкина, ДОМ 9";"0";"2";"2";"55.68734";"37.56412";"1";"";"";"";"7724";"1558";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"109544, Россия, г Город Москва, ул Международная, ДОМ 34";"0";"2";"2";"55.7421";"37.68897";"1";"";"";"";"7724";"324";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"107078, Россия, г Город Москва, пр-кт Академика Сахарова, ДОМ 10";"0";"2";"2";"55.7687";"37.64196";"1";"";"";"";"7722";"51316";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
"61";"2018-02-26 00:00:00";"2049-12-31 23:59:59";"107078, Россия, г Город Москва, пр-кт Академика Сахарова, ДОМ 10";"0";"2";"2";"55.7687";"37.64196";"1";"";"";"";"7722";"51992";"";"0";"0";"0";"";"";"";"5";"";"";"";"";"";"";"";"";"";"";"1938";"2128";"";"";""
